date,open,high,low,close,volume
2026-01-02,244.35,275.7999,244.0,275.24,11104304.0
2026-01-05,284.22,285.0,266.33,274.08,9812501.0
2026-01-06,288.745,352.0,288.5,349.63,24249618.0
2026-01-07,340.88,354.935,331.23,353.56,14886030.0
2026-01-08,360.73,360.975,310.78,334.54,21404167.0
2026-01-09,341.6,384.0,334.5401,377.41,19353082.0
2026-01-12,373.97,395.16,373.97,389.27,14603382.0
2026-01-13,393.2,398.0,379.41,389.81,10818560.0
2026-01-14,390.0,401.2,377.0,387.81,10862410.0
2026-01-15,398.83,423.35,398.615,409.24,14146463.0
2026-01-16,425.59,432.02,399.7,413.62,15703012.0
2026-01-20,412.165,457.37,412.165,453.12,17872426.0
2026-01-21,463.05,501.95,448.53,501.29,21364936.0
2026-01-22,501.29,509.4993,467.56,503.44,20607486.0
2026-01-23,503.44,506.3,463.01,473.83,21060735.0
2026-01-26,476.485,494.7,454.33,470.8,13435054.0
2026-01-27,481.005,503.0,471.15,481.43,14015609.0
2026-01-28,500.1,531.4625,499.15,527.63,16486144.0
2026-01-29,535.85,546.75,507.24,539.3,23010338.0
2026-01-30,651.23,676.69,533.0,576.25,40932129.0
2026-02-02,588.81,673.9999,584.1,665.24,28765730.0
2026-02-03,694.06,725.0,646.2,695.51,31213232.0
2026-02-04,654.0,662.7899,582.0,584.55,29007556.0
2026-02-05,563.75,619.41,562.1,576.2,27725445.0
2026-02-06,614.5,615.36,575.5,597.95,21327302.0
2026-02-09,592.165,603.9799,551.51,583.4,15290721.0
2026-02-10,573.88,582.28,540.1401,541.64,15903598.0
2026-02-11,578.5,612.8,575.0,599.34,20472336.0
2026-02-12,640.55,668.0,615.62,630.29,23320971.0
2026-02-13,610.525,661.5,586.37,626.56,23640207.0
2026-02-17,612.0,628.65,588.945,590.59,19142799.0
2026-02-18,582.49,616.98,574.5,600.4,25097413.0
2026-02-19,597.33,634.48,590.1,621.09,19601462.0
2026-02-20,616.0,650.29,615.65,649.97,17121429.0
2026-02-23,659.59,691.54,644.38,666.49,18569371.0
2026-02-24,682.5,684.0899,612.92,638.52,30408250.0
2026-02-25,644.3,661.2,624.43,632.38,18561304.0
2026-02-26,645.74,659.86,607.0,651.9,23672712.0
2026-02-27,627.08,661.2,621.27,635.36,18207977.0
2026-03-02,618.645,648.8,597.6001,619.08,17519776.0
2026-03-03,581.64,593.16,557.09,565.41,20533500.0
2026-03-04,586.84,607.48,576.3,599.06,15614258.0
2026-03-05,594.385,603.53,559.1,565.59,15433272.0
2026-03-06,548.25,570.9,526.63,527.33,16108743.0
2026-03-09,517.0,589.51,517.0,588.73,21205502.0
2026-03-10,599.23,636.58,595.56,618.89,18133144.0
2026-03-11,625.95,655.68,618.8,655.43,15815632.0
2026-03-12,647.0,651.9899,612.21,618.82,17283931.0
2026-03-13,630.75,671.67,623.06,661.62,18806757.0
2026-03-16,687.52,719.9999,687.43,703.63,19405801.0
2026-03-17,716.0,721.37,695.1201,720.17,14782107.0
2026-03-18,730.015,761.52,715.5,753.69,20662766.0
2026-03-19,707.15,776.0,692.0,772.09,21265867.0
2026-03-20,772.7,777.6,698.35,709.71,23508436.0
2026-03-23,716.0,748.78,678.84,702.49,22925036.0
2026-03-24,693.69,711.2999,680.1901,702.48,14672542.0
2026-03-25,651.0,687.22,638.0,677.86,20618495.0
2026-03-26,654.0,659.6599,602.03,603.17,19023843.0
2026-03-27,599.75,638.52,599.37,615.83,16684214.0
2026-03-30,642.12,651.0,558.5825,572.5,20501183.0
2026-03-31,588.01,636.3199,578.42,635.34,20684890.0
2026-04-01,652.29,710.85,645.1,692.73,22322472.0
2026-04-02,642.09,707.3099,641.0,701.59,17443940.0
2026-04-06,720.34,736.0,711.0,724.63,12773447.0
2026-04-07,715.7,738.0064,687.6789,710.8,14406100.0
2026-04-08,784.0,807.9876,758.19,780.9,16898725.0
2026-04-09,817.08,855.0,805.0,851.57,17233622.0
2026-04-10,873.95,873.95,835.275,851.77,13343641.0
2026-04-13,867.085,953.4099,866.95,952.5,20234100.0
2026-04-14,964.02,965.0,902.0001,944.46,19821454.0
2026-04-15,929.865,937.9899,873.93,891.72,16269268.0
2026-04-16,896.62,929.5,892.5101,919.47,13851833.0
2026-04-17,920.84,930.5,886.0001,920.99,25655697.0
2026-04-20,930.97,951.47,900.37,913.02,11303407.0
2026-04-21,927.85,938.78,899.2,903.49,10245887.0
2026-04-22,922.01,981.0611,895.74,979.07,15497424.0
2026-04-23,948.545,978.8799,926.1101,932.43,12272351.0
2026-04-24,954.56,1002.09,947.0001,989.9,11642445.0
2026-04-27,1019.645,1070.66,1008.88,1070.2,13004427.0
2026-04-28,1027.6,1054.22,980.28,1002.35,14118990.0
2026-04-29,1070.6,1102.9999,1060.0,1064.21,11350031.0
2026-04-30,1112.4301,1115.0,1076.05,1096.51,15088152.0
2026-05-01,1059.02,1189.24,1048.0,1187.0,23126847.0
2026-05-04,1222.1801,1275.11,1205.0,1255.86,17852999.0
2026-05-05,1289.01,1418.88,1286.1301,1406.3199,20668210.0
2026-05-06,1437.4,1439.7,1337.5601,1409.98,21114062.0
2026-05-07,1379.42,1400.99,1292.5739,1339.96,16243336.0
2026-05-08,1394.37,1564.0,1391.12,1562.34,20567626.0
2026-05-11,1586.25,1600.0,1514.47,1547.5601,16516765.0
2026-05-12,1492.0,1508.3199,1367.0,1452.02,17138390.0
2026-05-13,1512.485,1513.5699,1404.86,1447.23,11618655.0
2026-05-14,1394.4,1453.77,1362.0,1382.72,11213501.0
2026-05-15,1321.0,1426.3781,1315.75,1407.61,14011259.0
2026-05-18,1431.67,1440.0,1277.33,1333.01,13904307.0
2026-05-19,1289.75,1392.8599,1278.11,1383.29,13309132.0
2026-05-20,1437.98,1444.0,1366.98,1392.5601,9141125.0
2026-05-21,1377.47,1546.09,1377.47,1542.24,13746090.0
2026-05-22,1520.715,1528.0,1473.5201,1478.6899,9656886.0
2026-05-26,1535.21,1641.74,1520.0,1589.55,12919684.0
2026-05-27,1645.99,1658.7699,1528.28,1589.9399,10394145.0
2026-05-28,1596.3101,1697.96,1560.1801,1641.64,10003954.0
2026-05-29,1682.0,1708.8254,1641.08,1694.98,8751130.0
2026-06-01,1731.15,1804.0,1686.16,1761.4301,9681721.0
2026-06-02,1750.0601,1772.4,1708.8,1716.36,7093274.0
2026-06-03,1736.0,1861.0,1708.88,1831.5,11884546.0
2026-06-04,1741.3101,1825.9,1725.08,1759.6801,10518361.0
2026-06-05,1678.88,1681.9999,1514.36,1559.3199,13288987.0
2026-06-08,1634.0,1694.9875,1602.0,1642.0,8189288.0
2026-06-09,1700.5,1802.9999,1536.0001,1646.54,16221605.0
2026-06-10,1624.38,1764.6499,1590.0,1643.23,10361937.0
2026-06-11,1672.26,1895.0,1665.0,1881.51,13759418.0
2026-06-12,1890.98,2021.65,1865.11,1980.1,11964426.0
2026-06-15,2101.1201,2119.8999,2021.11,2107.8601,9156237.0
2026-06-16,2134.2,2167.3301,1980.1801,1991.55,9588464.0
2026-06-17,2074.5901,2074.5901,1938.0,1958.8,9182520.0
2026-06-18,2044.745,2191.6899,2029.0,2184.75,12178307.0
2026-06-22,2293.3149,2354.3899,2251.2849,2273.73,9977599.0
2026-06-23,2007.7,2060.0,1949.96,1963.6,12868301.0
2026-06-24,1987.53,2021.5,1861.0101,1914.46,10421252.0
2026-06-25,2238.3049,2347.999,2092.0801,2335.0,15030161.0
2026-06-26,2169.9951,2256.1101,2063.0391,2090.71,16866956.0
2026-06-29,2090.71,2090.71,1895.0,2050.3899,11250914.0
2026-06-30,2109.73,2280.8,2070.0,2273.73,11454345.0
2026-07-01,2085.1699,2129.98,2002.05,2032.22,11056526.0
2026-07-02,2043.8,2052.54,1693.0,1745.0,17346074.0
2026-07-06,1828.6801,1837.77,1713.2,1744.4301,9164229.0
2026-07-07,1619.28,1638.88,1485.02,1617.7,14530741.0
2026-07-08,1591.8,1734.6899,1590.0,1727.1801,12048532.0
