date,MU,SNDK,WDC,SK_HYNIX,SAMSUNG,THEME
2022-01-03,,,,,,
2022-01-04,,,,,,
2022-01-05,,,,,,
2022-01-06,,,,,,
2022-01-07,,,,,,
2022-01-10,,,,,,
2022-01-11,,,,,,
2022-01-12,,,,,,
2022-01-13,,,,,,
2022-01-14,,,,,,
2022-01-17,,,,,,
2022-01-18,,,,,,
2022-01-19,,,,,,
2022-01-20,,,,,,
2022-01-21,,,,,,
2022-01-24,,,,,,
2022-01-25,,,,,,
2022-01-26,,,,,,
2022-01-27,,,,,,
2022-01-28,,,,,,
2022-01-31,,,,,,
2022-02-01,,,,,,
2022-02-02,,,,,,
2022-02-03,,,,,,
2022-02-04,,,,,,
2022-02-07,,,,,,
2022-02-08,,,,,,
2022-02-09,,,,,,
2022-02-10,,,,,,
2022-02-11,,,,,,
2022-02-14,,,,,,
2022-02-15,,,,,,
2022-02-16,,,,,,
2022-02-17,,,,,,
2022-02-18,,,,,,
2022-02-21,,,,,,
2022-02-22,,,,,,
2022-02-23,,,,,,
2022-02-24,,,,,,
2022-02-25,,,,,,
2022-02-28,,,,,,
2022-03-01,,,,,,
2022-03-02,,,,,,
2022-03-03,,,,,,
2022-03-04,,,,,,
2022-03-07,,,,,,
2022-03-08,,,,,,
2022-03-09,,,,,,
2022-03-10,,,,,,
2022-03-11,,,,,,
2022-03-14,,,,,,
2022-03-15,,,,,,
2022-03-16,,,,,,
2022-03-17,,,,,,
2022-03-18,,,,,,
2022-03-21,,,,,,
2022-03-22,,,,,,
2022-03-23,,,,,,
2022-03-24,,,,,,
2022-03-25,,,,,,
2022-03-28,,,,,,
2022-03-29,,,,,,
2022-03-30,,,,,,
2022-03-31,,,,,,
2022-04-01,,,,,,
2022-04-04,,,,,,
2022-04-05,,,,,,
2022-04-06,,,,,,
2022-04-07,,,,,,
2022-04-08,,,,,,
2022-04-11,,,,,,
2022-04-12,,,,,,
2022-04-13,,,,,,
2022-04-14,,,,,,
2022-04-15,,,,,,
2022-04-18,,,,,,
2022-04-19,,,,,,
2022-04-20,,,,,,
2022-04-21,,,,,,
2022-04-22,,,,,,
2022-04-25,,,,,,
2022-04-26,,,,,,
2022-04-27,,,,,,
2022-04-28,,,,,,
2022-04-29,,,,,,
2022-05-02,,,,,,
2022-05-03,,,,,,
2022-05-04,,,,,,
2022-05-05,,,,,,
2022-05-06,,,,,,
2022-05-09,,,,,,
2022-05-10,,,,,,
2022-05-11,,,,,,
2022-05-12,,,,,,
2022-05-13,,,,,,
2022-05-16,,,,,,
2022-05-17,,,,,,
2022-05-18,,,,,,
2022-05-19,,,,,,
2022-05-20,,,,,,
2022-05-23,,,,,,
2022-05-24,,,,,,
2022-05-25,,,,,,
2022-05-26,,,,,,
2022-05-27,,,,,,
2022-05-30,,,,,,
2022-05-31,,,,,,
2022-06-01,,,,,,
2022-06-02,,,,,,
2022-06-03,,,,,,
2022-06-06,,,,,,
2022-06-07,,,,,,
2022-06-08,,,,,,
2022-06-09,,,,,,
2022-06-10,,,,,,
2022-06-13,,,,,,
2022-06-14,,,,,,
2022-06-15,,,,,,
2022-06-16,,,,,,
2022-06-17,,,,,,
2022-06-20,,,,,,
2022-06-21,,,,,,
2022-06-22,,,,,,
2022-06-23,,,,,,
2022-06-24,,,,,,
2022-06-27,,,,,,
2022-06-28,,,,,,
2022-06-29,,,,,,
2022-06-30,,,,,,
2022-07-01,,,,,,
2022-07-04,,,,,,
2022-07-05,,,,,,
2022-07-06,,,,,,
2022-07-07,,,,,,
2022-07-08,,,,,,
2022-07-11,,,,,,
2022-07-12,,,,,,
2022-07-13,,,,,,
2022-07-14,,,,,,
2022-07-15,,,,,,
2022-07-18,,,,,,
2022-07-19,,,,,,
2022-07-20,,,,,,
2022-07-21,,,,,,
2022-07-22,,,,,,
2022-07-25,,,,,,
2022-07-26,,,,,,
2022-07-27,,,,,,
2022-07-28,,,,,,
2022-07-29,,,,,,
2022-08-01,,,,,,
2022-08-02,,,,,,
2022-08-03,,,,,,
2022-08-04,,,,,,
2022-08-05,,,,,,
2022-08-08,,,,,,
2022-08-09,,,,,,
2022-08-10,,,,,,
2022-08-11,,,,,,
2022-08-12,,,,,,
2022-08-15,,,,,,
2022-08-16,,,,,,
2022-08-17,,,,,,
2022-08-18,,,,,,
2022-08-19,,,,,,
2022-08-22,,,,,,
2022-08-23,,,,,,
2022-08-24,,,,,,
2022-08-25,,,,,,
2022-08-26,,,,,,
2022-08-29,,,,,,
2022-08-30,,,,,,
2022-08-31,,,,,,
2022-09-01,,,,,,
2022-09-02,,,,,,
2022-09-05,,,,,,
2022-09-06,,,,,,
2022-09-07,,,,,,
2022-09-08,,,,,,
2022-09-09,,,,,,
2022-09-12,,,,,,
2022-09-13,,,,,,
2022-09-14,,,,,,
2022-09-15,,,,,,
2022-09-16,,,,,,
2022-09-19,,,,,,
2022-09-20,,,,,,
2022-09-21,,,,,,
2022-09-22,,,,,,
2022-09-23,,,,,,
2022-09-26,,,,,,
2022-09-27,,,,,,
2022-09-28,,,,,,
2022-09-29,,,,,,
2022-09-30,,,,,,
2022-10-03,,,,,,
2022-10-04,,,,,,
2022-10-05,,,,,,
2022-10-06,,,,,,
2022-10-07,,,,,,
2022-10-10,,,,,,
2022-10-11,,,,,,
2022-10-12,,,,,,
2022-10-13,,,,,,
2022-10-14,,,,,,
2022-10-17,,,,,,
2022-10-18,,,,,,
2022-10-19,,,,,,
2022-10-20,,,,,,
2022-10-21,,,,,,
2022-10-24,,,,,,
2022-10-25,,,,,,
2022-10-26,,,,,,
2022-10-27,,,,,,
2022-10-28,,,,,,
2022-10-31,,,,,,
2022-11-01,,,,,,
2022-11-02,,,,,,
2022-11-03,,,,,,
2022-11-04,,,,,,
2022-11-07,,,,,,
2022-11-08,,,,,,
2022-11-09,,,,,,
2022-11-10,,,,,,
2022-11-11,,,,,,
2022-11-14,,,,,,
2022-11-15,,,,,,
2022-11-16,,,,,,
2022-11-17,,,,,,
2022-11-18,,,,,,
2022-11-21,,,,,,
2022-11-22,,,,,,
2022-11-23,,,,,,
2022-11-24,,,,,,
2022-11-25,,,,,,
2022-11-28,,,,,,
2022-11-29,,,,,,
2022-11-30,,,,,,
2022-12-01,,,,,,
2022-12-02,,,,,,
2022-12-05,,,,,,
2022-12-06,,,,,,
2022-12-07,,,,,,
2022-12-08,,,,,,
2022-12-09,,,,,,
2022-12-12,,,,,,
2022-12-13,,,,,,
2022-12-14,,,,,,
2022-12-15,,,,,,
2022-12-16,,,,,,
2022-12-19,,,,,,
2022-12-20,,,,,,
2022-12-21,,,,,,
2022-12-22,,,,,,
2022-12-23,,,,,,
2022-12-26,,,,,,
2022-12-27,,,,,,
2022-12-28,,,,,,
2022-12-29,,,,,,
2022-12-30,,,,,,
2023-01-02,,,,,,
2023-01-03,,,,,,
2023-01-04,,,,,,
2023-01-05,,,,,,
2023-01-06,,,,,,
2023-01-09,,,,,,
2023-01-10,,,,,,
2023-01-11,,,,,,
2023-01-12,,,,,,
2023-01-13,,,,,,
2023-01-16,,,,,,
2023-01-17,,,,,,
2023-01-18,,,,,,
2023-01-19,,,,,,
2023-01-20,,,,,,
2023-01-23,,,,,,
2023-01-24,,,,,,
2023-01-25,,,,,,
2023-01-26,,,,,,
2023-01-27,43.75,,70.74,,,57.25
2023-01-30,38.47,,67.8,,,53.14
2023-01-31,40.85,,68.47,,,54.66
2023-02-01,44.2,,66.9,,,55.55
2023-02-02,35.41,,66.95,,,51.18
2023-02-03,33.56,,63.38,52.86,65.16,53.74
2023-02-06,34.01,,60.3,46.54,70.47,52.83
2023-02-07,36.7,,61.4,46.13,70.08,53.58
2023-02-08,35.56,,58.98,47.75,66.93,52.31
2023-02-09,35.77,,60.07,47.66,66.24,52.44
2023-02-10,35.17,,60.86,46.66,64.13,51.7
2023-02-13,34.76,,58.76,50.64,63.04,51.8
2023-02-14,38.01,,59.08,54.07,65.55,54.18
2023-02-15,39.14,,59.48,56.38,66.96,55.49
2023-02-16,39.98,,59.94,56.4,69.52,56.46
2023-02-17,37.29,,60.82,56.99,70.03,56.28
2023-02-20,37.29,,60.82,57.39,68.83,56.08
2023-02-21,27.53,,44.97,54.56,67.72,48.7
2023-02-22,27.1,,43.57,49.17,64.72,46.14
2023-02-23,31.73,,44.61,57.26,67.14,50.18
2023-02-24,30.39,,38.85,58.33,65.65,48.3
2023-02-27,29.13,,35.15,58.28,63.09,46.41
2023-02-28,27.08,,31.04,53.75,52.31,41.04
2023-03-01,26.59,,29.04,53.75,52.31,40.42
2023-03-02,25.38,,27.52,51.44,53.05,39.35
2023-03-03,24.87,,26.32,47.55,45.85,36.15
2023-03-06,22.88,,23.52,49.0,46.05,35.36
2023-03-07,21.75,,22.98,44.56,37.88,31.79
2023-03-08,20.06,,20.67,41.88,34.5,29.28
2023-03-09,18.34,,18.93,30.77,30.78,24.71
2023-03-10,20.04,,20.1,34.99,33.73,27.21
2023-03-13,23.14,,20.93,38.44,37.72,30.06
2023-03-14,23.89,,19.82,37.43,38.5,29.91
2023-03-15,22.63,,17.0,35.82,40.1,28.89
2023-03-16,30.04,,19.32,37.33,37.71,31.1
2023-03-17,30.61,,19.33,58.99,40.1,37.26
2023-03-20,33.9,,20.65,53.86,43.18,37.9
2023-03-21,36.62,,21.77,53.39,42.21,38.5
2023-03-22,33.36,,17.97,61.83,45.36,39.63
2023-03-23,42.84,,20.56,66.61,53.24,45.81
2023-03-24,41.27,,19.74,60.93,53.57,43.88
2023-03-27,46.72,,22.22,56.35,50.71,44.0
2023-03-28,53.29,,28.53,63.66,50.34,48.95
2023-03-29,63.63,,36.75,59.91,49.48,52.44
2023-03-30,63.1,,38.97,65.52,50.91,54.63
2023-03-31,62.27,,39.09,63.48,51.68,54.13
2023-04-03,62.17,,34.83,65.95,47.76,52.68
2023-04-04,56.49,,30.67,66.26,53.7,51.78
2023-04-05,56.82,,29.11,65.63,53.02,51.14
2023-04-06,60.84,,30.0,62.88,48.34,50.52
2023-04-07,60.84,,30.0,76.17,63.15,57.54
2023-04-10,75.83,,45.67,77.85,65.35,66.17
2023-04-11,76.88,,44.53,78.34,64.76,66.13
2023-04-12,76.12,,44.8,76.22,65.57,65.68
2023-04-13,77.77,,43.14,74.31,66.22,65.36
2023-04-14,76.57,,40.97,70.87,64.0,63.1
2023-04-17,76.76,,43.32,70.25,64.56,63.72
2023-04-18,74.99,,40.47,67.65,64.77,61.97
2023-04-19,70.83,,37.47,65.86,63.89,59.51
2023-04-20,72.56,,35.89,62.1,60.54,57.77
2023-04-21,69.12,,37.34,62.28,59.56,57.07
2023-04-24,65.38,,35.57,57.65,56.75,53.84
2023-04-25,61.75,,32.89,52.49,56.08,50.8
2023-04-26,72.2,,36.95,59.52,60.99,57.42
2023-04-27,71.24,,33.41,60.51,62.22,56.84
2023-04-28,75.29,,44.64,61.51,64.2,61.41
2023-05-01,70.24,,43.6,61.51,64.2,59.89
2023-05-02,68.49,,43.25,63.07,63.32,59.53
2023-05-03,66.48,,40.82,60.72,64.15,58.05
2023-05-04,63.42,,38.16,59.24,63.73,56.14
2023-05-05,64.91,,39.33,59.24,63.73,56.8
2023-05-08,55.35,,34.6,56.32,62.05,52.08
2023-05-09,54.72,,33.11,48.68,52.21,47.18
2023-05-10,50.53,,30.62,46.69,47.61,43.86
2023-05-11,52.83,,26.48,44.75,44.5,42.14
2023-05-12,51.06,,26.63,44.43,42.91,41.26
2023-05-15,64.47,,52.73,41.65,45.45,51.07
2023-05-16,63.52,,53.05,51.38,45.46,53.35
2023-05-17,65.06,,53.92,55.22,45.48,54.92
2023-05-18,71.35,,60.37,58.9,50.25,60.22
2023-05-19,70.77,,58.69,64.28,60.64,63.6
2023-05-22,71.34,,58.85,65.32,61.2,64.18
2023-05-23,70.05,,57.88,64.02,60.86,63.2
2023-05-24,67.39,,56.62,63.1,59.45,61.64
2023-05-25,71.39,,57.78,67.85,56.39,63.35
2023-05-26,77.95,,62.74,74.63,60.7,69.0
2023-05-30,76.79,,63.08,76.33,66.07,70.57
2023-05-31,77.51,,65.14,79.68,68.74,72.77
2023-06-01,77.87,,66.08,80.59,68.32,73.21
2023-06-02,77.17,,68.8,80.67,69.84,74.12
2023-06-05,76.68,,67.61,81.04,70.28,73.9
2023-06-06,76.05,,68.45,81.04,70.28,73.96
2023-06-07,75.42,,69.05,80.93,70.22,73.91
2023-06-08,73.38,,69.08,80.13,70.32,73.23
2023-06-09,72.9,,67.5,83.18,70.69,73.57
2023-06-12,75.14,,68.1,82.16,69.71,73.78
2023-06-13,71.86,,56.13,83.48,70.73,70.55
2023-06-14,74.14,,55.53,83.99,71.81,71.37
2023-06-15,72.69,,56.61,82.66,71.1,70.77
2023-06-16,68.89,,54.7,82.79,71.74,69.53
2023-06-19,68.89,,54.7,83.48,69.49,69.14
2023-06-20,66.2,,51.89,82.79,63.62,66.13
2023-06-21,61.86,,50.78,82.93,62.34,64.48
2023-06-22,63.06,,50.34,82.35,64.62,65.09
2023-06-23,60.65,,50.81,82.7,66.66,65.21
2023-06-26,55.44,,48.46,78.71,68.57,62.8
2023-06-27,55.15,,48.35,72.1,65.34,60.24
2023-06-28,54.99,,43.86,70.58,61.01,57.61
2023-06-29,50.74,,40.91,70.47,58.34,55.12
2023-06-30,48.84,,41.68,68.69,56.4,53.9
2023-07-03,51.99,,42.85,70.83,57.89,55.89
2023-07-04,51.99,,42.85,69.51,57.08,55.36
2023-07-05,48.43,,40.09,68.99,54.62,53.03
2023-07-06,43.36,,36.98,67.89,51.86,50.02
2023-07-07,42.12,,36.95,61.36,47.56,47.0
2023-07-10,45.95,,38.23,60.51,44.72,47.35
2023-07-11,49.26,,42.08,61.01,52.67,51.26
2023-07-12,49.88,,42.97,62.93,53.99,52.44
2023-07-13,51.16,,43.04,61.07,53.67,52.24
2023-07-14,50.92,,48.45,65.23,57.99,55.65
2023-07-17,55.03,,47.72,62.88,57.14,55.69
2023-07-18,51.45,,44.89,62.39,55.37,53.52
2023-07-19,51.23,,44.93,62.16,54.29,53.15
2023-07-20,51.15,,43.62,60.88,50.99,51.66
2023-07-21,55.75,,44.27,60.27,49.83,52.53
2023-07-24,53.56,,45.09,58.96,50.49,52.02
2023-07-25,53.23,,44.76,56.94,49.41,51.08
2023-07-26,55.08,,40.57,55.69,49.49,50.21
2023-07-27,69.08,,57.35,82.18,65.84,68.61
2023-07-28,64.56,,59.03,85.5,62.77,67.97
2023-07-31,63.42,,61.91,83.6,60.85,67.44
2023-08-01,61.69,,64.4,84.72,67.09,69.48
2023-08-02,56.74,,63.73,82.32,62.33,66.28
2023-08-03,57.74,,65.87,81.65,59.35,66.15
2023-08-04,57.8,,66.54,80.97,55.42,65.18
2023-08-07,56.16,,65.0,82.33,56.68,65.04
2023-08-08,52.99,,65.02,79.85,51.46,62.33
2023-08-09,51.16,,63.71,79.09,58.7,63.17
2023-08-10,45.67,,61.5,78.2,54.78,60.04
2023-08-11,44.18,,57.22,72.97,49.78,56.04
2023-08-14,56.83,,57.48,71.9,47.2,58.35
2023-08-15,50.72,,52.44,71.9,47.2,55.56
2023-08-16,48.72,,50.24,73.47,44.39,54.2
2023-08-17,47.57,,48.7,71.63,43.25,52.79
2023-08-18,44.98,,47.02,75.69,42.13,52.45
2023-08-21,45.63,,48.78,74.33,42.42,52.79
2023-08-22,43.49,,47.71,74.28,42.15,51.91
2023-08-23,45.56,,48.27,72.07,43.69,52.4
2023-08-24,37.41,,36.97,78.1,46.01,49.62
2023-08-25,35.53,,32.17,61.82,31.21,40.18
2023-08-28,40.05,,38.55,55.92,27.64,40.54
2023-08-29,43.3,,35.92,58.96,26.47,41.16
2023-08-30,47.14,,39.65,59.35,27.81,43.49
2023-08-31,51.74,,49.3,59.46,27.13,46.91
2023-09-01,53.31,,50.93,58.01,52.92,53.79
2023-09-04,53.31,,50.93,56.09,56.64,54.25
2023-09-05,53.99,,51.75,55.61,56.65,54.5
2023-09-06,52.57,,50.92,52.09,53.27,52.21
2023-09-07,48.99,,46.26,51.44,52.36,49.76
2023-09-08,48.87,,46.0,47.56,52.43,48.71
2023-09-11,46.84,,44.98,50.78,55.11,49.43
2023-09-12,44.41,,43.98,53.09,56.21,49.42
2023-09-13,46.11,,46.84,56.67,58.63,52.06
2023-09-14,48.76,,49.45,62.42,63.87,56.12
2023-09-15,45.39,,51.37,62.63,64.8,56.05
2023-09-18,47.27,,51.57,59.85,61.37,55.01
2023-09-19,48.23,,53.76,59.42,59.64,55.26
2023-09-20,46.14,,62.63,57.51,58.62,56.22
2023-09-21,40.66,,61.29,51.15,56.16,52.31
2023-09-22,43.67,,63.86,49.9,56.13,53.39
2023-09-25,46.01,,62.81,49.53,58.99,54.34
2023-09-26,45.65,,60.41,46.84,56.6,52.37
2023-09-27,46.62,,60.37,46.25,56.53,52.44
2023-09-28,42.02,,62.74,46.25,56.53,51.89
2023-09-29,49.71,,56.89,46.25,56.53,52.35
2023-10-02,49.56,,55.46,46.25,56.53,51.95
2023-10-03,47.96,,51.99,,,49.97
2023-10-04,48.07,,51.9,45.4,54.41,49.95
2023-10-05,50.85,,53.14,56.96,39.34,50.07
2023-10-06,52.07,,52.36,56.81,37.05,49.57
2023-10-09,51.17,,48.78,56.81,37.05,48.45
2023-10-10,48.49,,47.8,57.05,39.0,48.09
2023-10-11,52.43,,51.86,56.45,47.21,51.99
2023-10-12,51.2,,50.26,64.63,49.89,54.0
2023-10-13,48.43,,50.3,61.76,47.31,51.95
2023-10-16,46.85,,50.63,60.3,43.86,50.41
2023-10-17,45.79,,47.55,67.12,56.61,54.27
2023-10-18,44.92,,44.67,66.76,60.87,54.31
2023-10-19,39.84,,40.92,65.11,58.4,51.07
2023-10-20,36.7,,36.78,65.98,56.14,48.9
2023-10-23,35.67,,36.0,64.35,53.38,47.35
2023-10-24,39.3,,39.86,67.98,54.54,50.42
2023-10-25,36.06,,38.71,68.56,53.14,49.12
2023-10-26,33.07,,42.11,69.66,53.14,49.49
2023-10-27,34.38,,45.57,66.25,54.19,50.1
2023-10-30,34.48,,60.92,64.79,54.25,53.61
2023-10-31,35.72,,59.49,61.33,53.11,52.41
2023-11-01,45.01,,65.22,69.61,61.61,60.36
2023-11-02,48.77,,66.89,77.17,65.72,64.64
2023-11-03,54.41,,69.05,75.84,65.21,66.13
2023-11-06,55.12,,69.14,82.69,69.89,69.21
2023-11-07,52.41,,68.46,79.96,69.28,67.53
2023-11-08,52.64,,69.52,78.55,64.07,66.19
2023-11-09,56.62,,73.11,78.04,63.44,67.8
2023-11-10,60.27,,76.04,79.71,64.69,70.18
2023-11-13,59.33,,76.83,80.94,63.9,70.25
2023-11-14,63.34,,77.97,78.56,60.66,70.13
2023-11-15,63.47,,78.42,80.9,66.24,72.26
2023-11-16,60.04,,76.7,78.42,66.85,70.5
2023-11-17,60.91,,79.65,76.52,65.67,70.69
2023-11-20,61.52,,81.18,76.86,65.42,71.24
2023-11-21,61.11,,75.5,76.76,65.43,69.7
2023-11-22,59.09,,77.11,75.79,64.64,69.16
2023-11-23,59.09,,77.11,68.77,59.45,66.11
2023-11-24,54.76,,64.09,65.03,55.83,59.93
2023-11-27,55.42,,63.78,67.66,54.71,60.39
2023-11-28,55.58,,59.77,66.61,59.15,60.27
2023-11-29,58.01,,58.93,63.36,56.7,59.25
2023-11-30,53.84,,58.31,61.14,53.31,56.65
2023-12-01,53.93,,60.55,61.04,47.14,55.67
2023-12-04,49.53,,57.79,54.13,46.22,51.92
2023-12-05,50.39,,57.6,51.5,45.52,51.25
2023-12-06,48.33,,57.84,50.15,45.93,50.56
2023-12-07,49.28,,59.3,49.74,44.46,50.69
2023-12-08,51.0,,61.48,54.42,49.71,54.15
2023-12-11,60.02,,65.6,55.88,50.29,57.95
2023-12-12,60.11,,66.71,57.84,53.5,59.54
2023-12-13,61.02,,67.87,55.19,47.29,57.84
2023-12-14,64.28,,68.06,63.25,49.01,61.15
2023-12-15,63.3,,67.62,65.35,49.14,61.35
2023-12-18,63.62,,66.69,65.77,49.93,61.5
2023-12-19,64.38,,67.69,64.62,50.96,61.91
2023-12-20,61.52,,62.25,65.02,56.38,61.29
2023-12-21,76.31,,70.72,65.18,58.43,67.66
2023-12-22,77.18,,69.01,63.92,62.05,68.04
2023-12-26,77.33,,69.03,63.52,63.77,68.41
2023-12-27,75.53,,68.4,63.24,66.81,68.49
2023-12-28,75.1,,69.77,64.21,68.6,69.42
2023-12-29,73.23,,67.22,64.21,68.6,68.31
2024-01-02,71.44,,61.95,63.36,69.79,66.64
2024-01-03,70.97,,61.44,62.04,72.51,66.74
2024-01-04,71.81,,61.22,60.77,72.17,66.49
2024-01-05,71.86,,60.2,56.54,67.83,64.11
2024-01-08,73.73,,58.82,55.09,67.14,63.7
2024-01-09,72.72,,56.56,55.7,66.26,62.81
2024-01-10,67.27,,58.27,51.58,63.09,60.05
2024-01-11,68.44,,57.55,54.08,62.29,60.59
2024-01-12,66.17,,55.28,48.6,58.95,57.25
2024-01-15,66.17,,55.28,47.72,60.74,57.48
2024-01-16,69.13,,63.16,40.8,57.52,57.65
2024-01-17,66.66,,63.67,38.08,54.2,55.65
2024-01-18,70.12,,67.23,49.39,58.31,61.26
2024-01-19,75.26,,70.47,58.3,73.38,69.35
2024-01-22,72.17,,74.37,58.76,74.35,69.91
2024-01-23,63.35,,72.67,59.1,74.78,67.47
2024-01-24,63.02,,73.4,59.66,71.35,66.86
2024-01-25,64.17,,76.44,57.77,70.75,67.28
2024-01-26,63.9,,75.75,57.33,67.79,66.19
2024-01-29,65.08,,76.72,54.86,69.75,66.6
2024-01-30,62.28,,75.08,55.57,66.9,64.96
2024-01-31,59.89,,74.04,50.54,61.05,61.38
2024-02-01,57.76,,72.96,45.58,62.14,59.61
2024-02-02,58.35,,73.77,50.85,69.59,63.14
2024-02-05,57.85,,74.03,48.17,67.64,61.92
2024-02-06,54.05,,73.2,60.06,65.44,63.19
2024-02-07,54.19,,71.47,56.5,66.79,62.24
2024-02-08,53.34,,69.8,64.75,62.26,62.54
2024-02-09,54.58,,69.11,64.75,62.26,62.68
2024-02-12,53.66,,69.46,64.75,62.26,62.53
2024-02-13,46.56,,63.09,73.15,66.34,62.29
2024-02-14,47.34,,64.96,71.99,60.52,61.2
2024-02-15,46.52,,64.36,72.13,57.04,60.01
2024-02-16,40.38,,59.41,71.29,54.72,56.45
2024-02-19,40.38,,59.41,73.56,57.05,57.6
2024-02-20,41.79,,57.54,69.4,47.19,53.98
2024-02-21,40.5,,53.23,67.51,43.7,51.24
2024-02-22,53.35,,62.79,76.46,46.26,59.72
2024-02-23,52.22,,60.56,79.18,45.19,59.29
2024-02-26,61.26,,62.7,77.63,45.49,61.77
2024-02-27,66.85,,62.14,77.59,44.26,62.71
